ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
9902;"Rīgas Anniņmuižas RIMI pakomāts";0;LV;Rīga;"Anniņmuižas bulvāris 40a, Rīga";;;;;;;24.012615;56.960407;;;;;;;;;;;
9933;"Rīgas Biķernieku RIMI pakomāts";0;LV;Rīga;"Biķernieku iela 160/6, Rīga";;;;;;;24.25337;56.956909;;;;;;;;;;;
9904;"Rīgas Deglava ielas MaximaXXX pakomāts";0;LV;Rīga;"Deglava iela 110, Rīga";;;;;;;24.193611;56.947502;;;;;;;;;;;"2015-09-01 14:16:04"
9909;"Rīgas G.Astras ielas Lukoil pakomāts";0;LV;Rīga;"G. Astras iela 7, Rīga";;;;;;;24.189278;56.956886;;;;;;;;;;;
9907;"Rīgas Iļģuciema RIMI pakomāts";0;LV;Rīga;"Dzirciema iela 42, Rīga";;;;;;;24.053192;56.959496;;;;;;;;;;;
9910;"Rīgas Mūkusalas Maxima XX pakomāts";0;LV;Rīga;"Mūkusalas iela 73, Rīga";;;;;;;24.109219;56.921242;;;;;;;;;;;
9903;"Rīgas P.Brieža ielas RIMI pakomāts";0;LV;Rīga;"Pulkveža brieža iela 33, Rīga";;;;;;;24.105871;56.964867;;;;;;;;;;;
9906;"Rīgas Saharova ielas IKI pakomāts";0;LV;Rīga;"Saharova iela 14, Rīga";;;;;;;24.204168;56.937157;;;;;;;;;;;
9901;"Rīgas T/C Alfa pakomāts";0;LV;Rīga;"Brīvības iela 372, Rīga";;;;;;;24.203503;56.98267;;;;;;;;;;;
9935;"Rīgas T/C Damme pakomāts";0;LV;Rīga;"Kurzemes prospekts 1a, Rīga";;;;;;;24.037701;56.953259;;;;;;;;;;;
9905;"Rīgas T/C Dole pakomāts";0;LV;Rīga;"Maskavas iela 357, Rīga";;;;;;;24.19138;56.905651;;;;;;;;;;;
9915;"Rīgas T/C Juglas Centrs pakomāts";0;LV;Rīga;"Brīvības gatve 434b, Rīga";;;;;;;24.244766;56.989292;;;;;;;;;;;"2015-08-20 15:59:41"
9911;"Rīgas T/C Mols pakomāts";0;LV;Rīga;"Krasta iela 46, Rīga";;;;;;;24.142799;56.934696;;;;;;;;;;;
9934;"Rīgas T/C Olimpia pakomāts";0;LV;Rīga;"Āzenes iela 5, Rīga";;;;;;;24.08128;56.949924;;;;;;;;;;;
9914;"Rīgas T/C Spice pakomāts";0;LV;Rīga;"Lielirbes iela 29, Rīga";;;;;;;24.036562;56.929756;;;;;;;;;;;
9939;"Rīgas T/C Valdemārs pakomāts";0;LV;Rīga;"Valdemāra iela 112";;;;;;;24.135998;56.974503;;;;;;;;;;;
9912;"Rīgas Vienības gatves Neste pakomāts";0;LV;Rīga;"Vienības gatve 144, Rīga";;;;;;;24.087246;56.910175;;;;;;;;;;;"2015-02-16 16:27:23"
70204;"Saarepeedi postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Saarepeedi küla";NULL;NULL;NULL;NULL;NULL;25.6827966780154;58.4335165311194;"E-R 10:00-17:00; L,P 11:00-15:00";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
30894;"Saka postipunkt";1;EE;"Ida-Viru maakond";"Kohtla vald";"Saka küla";NULL;NULL;"Saka rahvamaja";NULL;NULL;27.2363166565253;59.4310567096941;"E,T,N 12:00-17:00; K 15:00-19:00;R,L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
96050;"Saku Konsumi pakiautomaat";0;EE;"Harju maakond";"Saku vald";"Saku alevik";NULL;"Pargi tänav";NULL;2;NULL;24.6623073394449;59.2999444025748;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
75591;"Saku postkontor";1;EE;"Harju maakond";"Saku vald";"Saku alevik";NULL;"Teaduse tänav";NULL;1;NULL;24.6589909399027;59.2998710679369;"T-R 9:00-18:00;L 10:00-13:00;E,P suletud";"03.08.-16.08.2015 avatud T 9:00-18:00;K-R 10:00-18:00;L 10:00-13:00;E,P suletud";16.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
9947;"Salaspils RIMI pakomāts";0;LV;Salaspils;"Skolas iela 4,Salaspils";;;;;;;24.333762;56.856382;;;;;;;;;;;
9936;"Saldus Maxima XX pakomāts";0;LV;Saldus;"Brīvības iela 30, Saldus";;;;;;;22.490301;56.668266;;;;;;;;;;;
93294;"Salme postipunkt";1;EE;"Saare maakond";"Salme vald";"Salme alevik";NULL;"Sõrve maantee";NULL;16;NULL;22.2496567413769;58.1611426536327;"E,T,N,R 9.00-16.30;K 11.00-18.30;L,P Suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-11+03:00
94195;"Sandla postipunkt";1;EE;"Saare maakond";"Pihtla vald";"Sandla küla";NULL;NULL;Keskuse;NULL;NULL;22.8198918770769;58.3055034819958;"E-R 09:30-18:00; L,P 10:00-16:00";NULL;NULL;"20.08.2015 avatud 10.00-16.00";20.08.2015;;;;;;2015-08-11+03:00
67001;"Sangaste postkontor";1;EE;"Valga maakond";"Sangaste vald";"Sangaste alevik";NULL;"Nooruse tänav";NULL;3;6;26.3285936361918;57.9238823378205;"E,T,N,R 9:00-13:00 ja 13:30-16:00;K 9:00-13:00 13:30-17:00;L,P suletud";"14.09.-27.09.15 avatud T,R 9:00-14:00;E,K,N,L,P suletud;lähim Otepää pk";27.09.2015;"30.09.-01.10.15 suletud;lähim Otepää pk";01.10.2015;;;;;;2015-09-22+03:00
72694;"Sargvere postipunkt";1;EE;"Järva maakond";"Paide vald";"Sargvere küla";NULL;"Pikk tänav";NULL;2;NULL;25.7164573385281;58.890516046496;"E 8:00-15:00;T 10:00-19:00;K,N 8:00-16:00;R,L,P suletud";NULL;NULL;"24.09.15 ja 30.09.2015 suletud;lähim Paide pk";30.09.2015;;;;;;2015-09-23+03:00
96055;"Saue Kaubakeskuse pakiautomaat";0;EE;"Harju maakond";"Saue linn";NULL;NULL;"Ridva tänav";NULL;15;NULL;24.5530596526185;59.3248760100036;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
76501;"Saue postkontor";1;EE;"Harju maakond";"Saue linn";NULL;NULL;"Kütise tänav";NULL;4;NULL;24.5536212210569;59.3245503834259;"E-R 10:00-18:00; L 10:00-13:00; P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
85000;"Sauga postkontor";1;EE;"Pärnu maakond";"Sauga vald";"Sauga alevik";NULL;"Kuldnoka tänav";NULL;1;NULL;24.4976929652251;58.4289783481347;"E,N 12.30-18.00;T,K,R 9.00-14.30;L, P suletud";"11.08.15 suletud;lähim Pärnu pk;14.08.15 avatud 9:00-13:15;lähim Ülejõe pk";14.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-06+03:00
63401;"Saverna postkontor";1;EE;"Põlva maakond";"Valgjärve vald";"Saverna küla";NULL;NULL;NULL;NULL;NULL;26.7373685255107;58.0708786634942;"T-R 9:00-13:30;L,P,E suletud";NULL;NULL;"09.09.15 suletud;lähim Kanepi pk";09.09.2015;;;;;;2015-09-08+03:00
9932;"Siguldas T/C Šokolāde pakomāts";0;LV;Sigulda;"Strēlnieku iela 2, Sigulda";;;;;;;24.844282;57.143288;;;;;;;;;;;
96054;"Sillamäe pakiautomaat";0;EE;"Ida-Viru maakond";"Sillamäe linn";NULL;NULL;"Ivan Pavlovi tänav";NULL;2a;NULL;27.7733724852752;59.39315146617;NULL;NULL;NULL;NULL;NULL;;;;;;2015-04-15+03:00
40201;"Sillamäe postkontor";1;EE;"Ida-Viru maakond";"Sillamäe linn";NULL;NULL;"Ivan Pavlovi tänav";NULL;2a;NULL;27.7735247339587;59.3933519802002;"E-R 10:00-18:00;L 10:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
46294;"Simuna postipunkt";1;EE;"Lääne-Viru maakond";"Väike-Maarja vald";"Simuna alevik";NULL;"Allika tänav";NULL;1;NULL;26.4006891053408;59.0449613443479;"E-R 9:00-20:00; L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
86701;"Sindi postkontor";1;EE;"Pärnu maakond";"Sindi linn";NULL;NULL;"Jaama tänav";NULL;8;NULL;24.6516479091568;58.4047952151994;"E-R 9:00-18:00;L 9:00-14:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-08-04+03:00
40100;"Sinimäe postkontor";1;EE;"Ida-Viru maakond";"Vaivara vald";"Sinimäe alevik";NULL;"Aia tänav";NULL;1;NULL;27.8742285915314;59.3748380135825;"E-R 9:00-12:30; L,P suletud";NULL;NULL;"30.09.2015 avatud 8.30-10.00 ja 11.30-12.30;lähim Sillamäe pk";30.09.2015;;;;;;2015-09-18+03:00
43094;"Sonda postipunkt";1;EE;"Ida-Viru maakond";"Sonda vald";"Sonda alevik";NULL;"Uljaste tee";NULL;2;NULL;26.8450850865848;59.3500159134805;"E-R 9:00-20:00; L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
86494;"Surju postipunkt";1;EE;"Pärnu maakond";"Surju vald";"Surju küla";NULL;NULL;NULL;NULL;NULL;24.707008809507;58.2375344109049;"E-R 8.00-15.00;L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
71500;"Suure-Jaani postkontor";1;EE;"Viljandi maakond";"Suure-Jaani vald";"Suure-Jaani linn";NULL;"Pärnu tänav";NULL;3;NULL;25.465321793878;58.5363088277092;"E 8:30-12:30 13:00-18:00;T-R 8:30-12:30 13:00-16:00;L,P suletud";"20.08.2015 suletud";20.08.2015;"10.08.-24.08.15 avatud E 8:30-12:30 ja 13:00-18:00;K,R 8:30-12:30 ja 13:00-16:00;T,N,L,P suletud;25.08.15 suletud;lähim Olustvere pk";25.08.2015;;;;;;2015-08-18+03:00
92393;"Suuremõisa postipunkt";1;EE;"Hiiu maakond";"Pühalepa vald";"Suuremõisa küla";NULL;NULL;"Suuremõisa kauplus";NULL;NULL;22.9434590227432;58.8730060506687;"E-L 10:00-18:00; P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
44231;"Sõmeru postkontor";1;EE;"Lääne-Viru maakond";"Sõmeru vald";"Sõmeru alevik";NULL;"Mäe tänav";NULL;4;1;26.4340015114417;59.3620540562479;"E,T,N,R 10:00-12:00;K 15:00-18:00;L,P suletud";"14.09.15-27.09.15 suletud;lähim Rakvere pk";27.09.2015;"01.10.2015-18.10.2015 suletud;lähim Rakvere pk";18.10.2015;;;;;;2015-09-22+03:00
9908;"T/C IXO Zolitūde pakomāts";0;LV;Rīga;"Anniņmuižas iela 17,Rīga";;;;;;;24.018474;56.943536;;;;;;;;;;;
96071;"Tabasalu Kallaste pakiautomaat";0;EE;"Harju maakond";"Harku vald";"Tabasalu alevik";NULL;"Klooga maantee";NULL;7;NULL;24.5519388320188;59.4294812884101;NULL;NULL;NULL;NULL;NULL;;;;;;2015-02-23+02:00
76991;"Tabasalu postkontor";1;EE;"Harju maakond";"Harku vald";"Tabasalu alevik";NULL;"Klooga maantee";NULL;10b;NULL;24.5436476967258;59.4300590606947;"E-R 10:00-19:00;L 10:00-14:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
49101;"Tabivere postkontor";1;EE;"Jõgeva maakond";"Tabivere vald";"Tabivere alevik";NULL;"Kalda tänav";NULL;1;NULL;26.6000495725714;58.5520828170789;"E,T,N,R 9:00-14:00;K 9:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2015-09-01+03:00
90894;"Taebla postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Taebla alevik";NULL;"Lasteaia tänav";NULL;11;NULL;23.7447241138576;58.9535672390663;"E 13:00-16:00;T,K 13:00-19:00;N,R 9:00-15:00;L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-11+03:00
86194;"Tali postipunkt";1;EE;"Pärnu maakond";"Saarde vald";"Tali küla";NULL;"Kase tee";NULL;5;NULL;24.7841700761808;58.0613153377571;"E-R 08.00-15.00;L-P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
96001;"Tallinna Balti Jaama pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;Toompuiestee;NULL;37;NULL;24.7376050481817;59.4399914615145;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96111;"Tallinna Haabersti RIMI pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Haabersti tänav";NULL;1;NULL;24.6439380070648;59.4249638061715;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-23+03:00
96016;"Tallinna Järve Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Pärnu maantee";NULL;238;NULL;24.7212358137283;59.3927909086697;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96018;"Tallinna Kadaka Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Kadaka tee";NULL;56a;NULL;24.6667342703843;59.4124699443037;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96015;"Tallinna Kakumäe Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Rannamõisa tee";NULL;6;NULL;24.6269510170115;59.4282090062248;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96007;"Tallinna Kristiine Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Endla tänav";NULL;45;NULL;24.7250735729694;59.4268784518549;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96041;"Tallinna Lasnamäe Centrumi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Mustakivi tee";NULL;13;NULL;24.8632733586862;59.4396910596829;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96066;"Tallinna Lasnamäe Prisma pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Mustakivi tee";NULL;17;NULL;24.8627007113328;59.4432940763388;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96080;"Tallinna Lauluväljaku Maxima pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Juhan Smuuli tee";NULL;9;NULL;24.8229061300234;59.4437955944286;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96086;"Tallinna Magdaleena pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Pärnu maantee";NULL;106;NULL;24.7392941950706;59.4155906201974;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96056;"Tallinna Magistrali Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Sõpruse puiestee";NULL;201;NULL;24.6977766387338;59.4019288281152;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96098;"Tallinna Marienthali keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Mustamäe tee";NULL;16;NULL;24.6962209399681;59.4228445593028;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96010;"Tallinna Mustakivi keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Mahtra tänav";NULL;1;NULL;24.8741799718436;59.4420783062288;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96112;"Tallinna Mustamäe Statoili pakiautomaat";0;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Sõpruse puiestee";NULL;200b;NULL;24.7005507412607;59.4059541899065;NULL;NULL;NULL;NULL;NULL;;;;;;2015-08-11+03:00
96004;"Tallinna Nurmenuku pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Ehitajate tee";NULL;107;NULL;24.6553291007053;59.413500588086;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96101;"Tallinna Nõmme turu pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Turu plats";NULL;8;NULL;24.6844523202871;59.3886830955898;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96017;"Tallinna Pelgulinna Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Sõle tänav";NULL;51;NULL;24.7008512556423;59.444863946561;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96012;"Tallinna Pirita Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Pirita linnaosa";NULL;"Rummu tee";NULL;4;NULL;24.8277992113114;59.4625850532476;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96083;"Tallinna Punase Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Punane tänav";NULL;46;NULL;24.8412982288966;59.4352157582021;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96058;"Tallinna Põhja Rimi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Põhja puiestee";NULL;17;NULL;24.7428691280373;59.444186154849;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96084;"Tallinna Raudalu Konsumi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Viljandi maantee";NULL;41a;NULL;24.7599474974999;59.3663529373775;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96005;"Tallinna Rocca al Mare pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Paldiski maantee";NULL;102;NULL;24.6503924843672;59.4258153749897;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96009;"Tallinna Sikupilli Prisma pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Tartu maantee";NULL;87;NULL;24.7851897032742;59.425999607918;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96057;"Tallinna Stockmanni pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Liivalaia tänav";NULL;53;NULL;24.7614695712152;59.4323049520834;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96069;"Tallinna Sõle Säästumarketi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Sõle tänav";NULL;27;NULL;24.7074320477308;59.4387603943073;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96014;"Tallinna Sõpruse Rimi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Sõpruse puiestee";NULL;174;NULL;24.7069173833919;59.4145602451992;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96003;"Tallinna Tehnikaülikooli pakiautomaat";0;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Akadeemia tee";NULL;5a;NULL;24.6678073851585;59.3965888553866;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96006;"Tallinna Tondi Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"A. H. Tammsaare tee";NULL;62;NULL;24.7145929958764;59.4030529139033;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96038;"Tallinna Torupilli Selveri pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Vesivärava tänav";NULL;37;NULL;24.780206178215;59.4321547697089;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96002;"Tallinna Viru Keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Viru väljak";NULL;4;NULL;24.7569528477068;59.4363139119906;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96104;"Tallinna Viru bussiterminali pakiautomaat";0;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Viru väljak";NULL;4;NULL;24.7552856744533;59.4362182881765;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
10101;"Tallinna postkontor";1;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Narva maantee";NULL;1;NULL;24.7566681406748;59.4377576324995;"E-R 8:00-20:00; L,P 10:00-16:00";"22.06.15 avatud 8:00-17:00;23.06-24.06.15 suletud";24.06.2015;NULL;NULL;;;;;;2015-06-02+03:00
96103;"Tallinna Õismäe Maxima XX pakiautomaat";0;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";NULL;"Õismäe tee";NULL;46;NULL;24.6472833624935;59.4115368011605;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96113;"Tallinna Ülemiste keskuse pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Suur-Sõjamäe tänav";NULL;4;NULL;24.7963392620081;59.4227298257434;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-23+03:00
96059;"Tallinna Ümera Maxima pakiautomaat";0;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Ümera tänav";NULL;3;NULL;24.8896006775899;59.4439176696025;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
9931;"Talsu Talsu RIMI 2 pakomāts";0;LV;Talsi;"Dundagas iela 18, Talsi";;;;;;;22.578781;57.248009;;;;;;;;;;;
41510;"Tammiku postipunkt";1;EE;"Ida-Viru maakond";"Jõhvi vald";"Tammiku alevik";NULL;"Tamme tänav";NULL;17;NULL;27.3828580276965;59.3345834084327;"E,N 09.00-18.00;T,K,R 09.00-16.30;L,P suletud";"19.08.-06.09.2015 suletud;lähim Iidla pk";06.09.2015;NULL;NULL;;;;;;2015-08-19+03:00
46101;"Tamsalu postkontor";1;EE;"Lääne-Viru maakond";"Tamsalu vald";"Tamsalu linn";NULL;"Koidu tänav";NULL;16;NULL;26.1125824229913;59.164610840209;"E-R 9:00-18:00; L 9:00-14:00;P suletud";"20.08.2015 suletud";20.08.2015;"1.07.-31.08.2015 avatud E,T,N,R 9:00-15:00;K 9:00-18:00;L 9:00-13:00;P suletud;lähim Väike-Maarja pk";31.08.2015;;;;;;2015-07-30+03:00
96092;"Tapa Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Tapa vald";"Tapa linn";NULL;"Jaama tänav";NULL;1;NULL;25.9631730889508;59.2645395299216;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
45191;"Tapa postkontor";1;EE;"Lääne-Viru maakond";"Tapa vald";"Tapa linn";NULL;"Pikk tänav";NULL;3;NULL;25.9643914858287;59.2646864166539;"E-R 8:00-18:00;L 8:00-14:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
96020;"Tartu Eedeni pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Kalda tee";NULL;1c;NULL;26.751085398762;58.3735033783683;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96061;"Tartu Kesklinna Keskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Küüni tänav";NULL;7;NULL;26.7247810127899;58.3781650626122;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
51099;"Tartu Kesklinna postkontor";1;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Riia tänav";NULL;4;NULL;26.7272093149675;58.3767072711696;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
96068;"Tartu Kivilinna pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Jaama tänav";NULL;173;NULL;26.7643225919985;58.3795100187495;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96074;"Tartu Lembitu Konsumi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Lembitu tänav";NULL;2;NULL;26.7098532059806;58.3699522644092;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96019;"Tartu Lõunakeskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Ringtee tänav";NULL;75;NULL;26.6771723036588;58.3586638757092;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96087;"Tartu Rebase Rimi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Rebase tänav";NULL;10;NULL;26.7391262027857;58.3683448757833;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96088;"Tartu Ringtee Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Aardla tänav";NULL;114;NULL;26.6864134432779;58.3530775071168;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96021;"Tartu Sõbrakeskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Võru tänav";NULL;55f;NULL;26.7194265784739;58.3652563159501;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96039;"Tartu Tasku Keskuse pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Turu tänav";NULL;2;NULL;26.7309637889273;58.3780203330757;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96022;"Tartu Ujula Konsumi pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Ujula tänav";NULL;2;NULL;26.7238346460186;58.3868033867218;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96060;"Tartu Veeriku Selveri pakiautomaat";0;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Vitamiini tänav";NULL;1;NULL;26.6968101191678;58.376337962246;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
88851;"Tauragės MAXIMA Gedimino paštomatas";0;LT;Tauragė;"Gedimino g. 22, Tauragė";;;;;;;22.297721;55.252535;;;;;;;;;;"Paštomatą rasite lauke, prie prekybos centro sienos iš Gedimino g. pusės";
88868;"Telšių PC TULPĖ paštomatas";0;LT;Telšiai;"Kęstučio g. 4, Telšiai";;;;;;;22.249697;55.983917;;;;;;;;;;"Paštomatą rasite prie pagrindinio įėjimo, kairėje pusėje";
86294;"Tihemetsa postipunkt";1;EE;"Pärnu maakond";"Saarde vald";"Tihemetsa alevik";NULL;"Peahoone tee";NULL;1;NULL;25.0444833332837;58.149290180641;"E-R 8:00-20:00; L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
